Run,Instrument,LibraryLayout,ReleaseDate,AvgSpotLen,BioProject,BioProject_num,Ecotype,Treatment,Tissue,Developmental_stage
SRR6402498,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,floral,
SRR6402499,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,floral,
SRR6402500,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,floral,
SRR6402501,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,floral,
SRR6402502,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,floral,
SRR6402503,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,floral,
SRR6402504,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,floral,
SRR6402505,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,floral,
SRR6402506,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,stem,
SRR6402507,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,stem,
SRR6402508,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,floral,
SRR6402509,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,floral,
SRR6402510,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,floral,
SRR6402511,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,floral,
SRR6402512,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,floral,
SRR6402513,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,floral,
SRR6402514,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,floral,
SRR6402515,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,floral,
SRR6402516,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,floral,
SRR6402517,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,ear,
SRR6402518,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,ear,
SRR6402519,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,floral,
SRR6402520,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,ear,
SRR6402521,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,stem,
SRR6402522,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,ear,
SRR6402523,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,ear,
SRR6402524,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,ear,
SRR6402525,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,floral,
SRR6402526,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,stem,
SRR6402527,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,stem,
SRR6402528,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,stem,
SRR6402529,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,floral,
SRR6402530,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,stem,
SRR6402531,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,stem,
SRR6402532,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,stem,
SRR6402533,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,floral,
SRR6402534,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,ear,
SRR6402535,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,ear,
SRR6402536,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,ear,
SRR6402537,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,ear,
SRR6402538,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,ear,
SRR6402539,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,ear,
SRR6402540,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,ear,
SRR6402541,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,ear,
SRR6402542,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,stem,
SRR6402543,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,stem,
SRR6402544,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,stem,
SRR6402545,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,stem,
SRR6402546,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,ear,
SRR6402547,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,ear,
SRR6402548,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,stem,
SRR6402549,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,stem,
SRR6402550,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,stem,
SRR6402551,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,floral,
SRR6402552,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,stem,
SRR6402553,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,floral,
SRR6402554,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,stem,
SRR6402555,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,stem,
SRR6402556,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,ear,
SRR6402557,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,ear,
SRR6402558,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,ear,
SRR6402559,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,ear,
SRR6402560,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,ear,
SRR6402561,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,ear,
SRR6402562,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,ear,
SRR6402563,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,ear,
SRR6402564,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,stem,
SRR6402565,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,ear,
SRR6402566,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,ear,
SRR6402567,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,stem,
SRR6402568,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,stem,
SRR6402569,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,stem,
SRR6402570,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,stem,
SRR6402571,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,stem,
SRR6402572,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,stem,
SRR6402573,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,ear,
SRR6402574,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,ear,
SRR6402575,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,stem,
SRR6402576,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,stem,
SRR6402577,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,stem,
SRR6402578,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,stem,
SRR6402579,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,ear,
SRR6402580,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,ear,
SRR6402581,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,stem,
SRR6402582,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,stem,
SRR6402583,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,ear,
SRR6402584,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,ear,
SRR6402585,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,ear,
SRR6402586,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,ear,
SRR6402587,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,stem,
SRR6402588,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,floral,
SRR6402589,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,floral,
SRR6402590,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,floral,
SRR6402591,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,floral,
SRR6402592,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,floral,
SRR6402593,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,floral,
SRR6402594,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,floral,
SRR6402595,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,floral,
SRR6402596,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,floral,
SRR6402597,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,floral,
SRR6402598,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,stem,
SRR6402599,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,stem,
SRR6402600,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,stem,
SRR6402601,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,stem,
SRR6402602,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,stem,
SRR6402603,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,stem,
SRR6402604,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,stem,
SRR6402605,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,stem,
SRR6402606,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,stem,
SRR6402607,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,stem,
SRR6402608,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,ear,
SRR6402609,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,ear,
SRR6402610,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,ear,
SRR6402611,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,ear,
SRR6402612,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,ear,
SRR6402613,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,ear,
SRR6402614,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,stem,
SRR6402615,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,stem,
SRR6402616,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,stem,
SRR6402617,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,leaf,
SRR6402618,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,ear,
SRR6402619,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,ear,
SRR6402620,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,leaf,
SRR6402621,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,stem,
SRR6402622,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,leaf,
SRR6402623,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,floral,
SRR6402624,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,ear,
SRR6402625,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,ear,
SRR6402626,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,ear,
SRR6402627,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,ear,
SRR6402628,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,ear,
SRR6402629,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,ear,
SRR6402630,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,stem,
SRR6402631,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,stem,
SRR6402632,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,stem,
SRR6402633,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,stem,
SRR6402634,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,stem,
SRR6402635,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,stem,
SRR6402636,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,stem,
SRR6402637,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,stem,
SRR6402638,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,stem,
SRR6402639,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,stem,
SRR6402640,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,stem,
SRR6402641,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,stem,
SRR6402642,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,stem,
SRR6402643,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,stem,
SRR6402644,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,stem,
SRR6402645,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,stem,
SRR6402646,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,stem,
SRR6402647,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,stem,
SRR6402648,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,stem,
SRR6402649,Illumina HiSeq 2000,SINGLE,2019-01-01T00:00:00Z,101,PRJNA421180,24,,,stem,
SRR6665368,Illumina HiSeq 2500,PAIRED,2018-02-02T00:00:00Z,300,PRJNA432650,,,,seedling,
SRR6665369,Illumina HiSeq 2500,PAIRED,2018-02-02T00:00:00Z,300,PRJNA432650,,,,seedling,
SRR6665370,Illumina HiSeq 2500,PAIRED,2018-02-02T00:00:00Z,300,PRJNA432650,,,,seedling,
SRR6665371,Illumina HiSeq 2500,PAIRED,2018-02-02T00:00:00Z,300,PRJNA432650,,,,seedling,
SRR6665372,Illumina HiSeq 2500,PAIRED,2018-02-02T00:00:00Z,300,PRJNA432650,,,,seedling,
SRR6665373,Illumina HiSeq 2500,PAIRED,2018-02-02T00:00:00Z,300,PRJNA432650,,,,seedling,
SRR6665374,Illumina HiSeq 2500,PAIRED,2018-02-02T00:00:00Z,300,PRJNA432650,,,,seedling,
SRR6665375,Illumina HiSeq 2500,PAIRED,2018-02-02T00:00:00Z,300,PRJNA432650,,,,seedling,
SRR6665376,Illumina HiSeq 2500,PAIRED,2018-02-02T00:00:00Z,300,PRJNA432650,,,,seedling,
SRR6665377,Illumina HiSeq 2500,PAIRED,2018-02-02T00:00:00Z,300,PRJNA432650,,,,seedling,
SRR6665378,Illumina HiSeq 2500,PAIRED,2018-02-02T00:00:00Z,300,PRJNA432650,,,,seedling,
SRR6665379,Illumina HiSeq 2500,PAIRED,2018-02-02T00:00:00Z,300,PRJNA432650,,,,seedling,
SRR6671824,HiSeq X Ten,PAIRED,2019-03-23T00:00:00Z,298,PRJNA432945,,,,root,
SRR6671825,HiSeq X Ten,PAIRED,2019-03-23T00:00:00Z,294,PRJNA432945,,,,root,
SRR6671826,HiSeq X Ten,PAIRED,2019-03-23T00:00:00Z,293,PRJNA432945,,,,root,
SRR6671827,HiSeq X Ten,PAIRED,2019-03-23T00:00:00Z,296,PRJNA432945,,,,root,
SRR6671828,HiSeq X Ten,PAIRED,2019-03-23T00:00:00Z,293,PRJNA432945,,,,root,
SRR6671829,HiSeq X Ten,PAIRED,2019-03-23T00:00:00Z,296,PRJNA432945,,,,root,
SRR6671830,HiSeq X Ten,PAIRED,2019-03-23T00:00:00Z,296,PRJNA432945,,,,root,
SRR6671831,HiSeq X Ten,PAIRED,2019-03-23T00:00:00Z,295,PRJNA432945,,,,root,
SRR6671832,HiSeq X Ten,PAIRED,2019-03-23T00:00:00Z,295,PRJNA432945,,,,root,
SRR6671833,HiSeq X Ten,PAIRED,2019-03-23T00:00:00Z,298,PRJNA432945,,,,root,
SRR6671834,HiSeq X Ten,PAIRED,2019-03-23T00:00:00Z,298,PRJNA432945,,,,root,
SRR6671835,HiSeq X Ten,PAIRED,2019-03-23T00:00:00Z,298,PRJNA432945,,,,root,
SRR6671836,HiSeq X Ten,PAIRED,2019-03-23T00:00:00Z,298,PRJNA432945,,,,root,
SRR6671837,HiSeq X Ten,PAIRED,2019-03-23T00:00:00Z,298,PRJNA432945,,,,root,
SRR6671838,HiSeq X Ten,PAIRED,2019-03-23T00:00:00Z,298,PRJNA432945,,,,root,
SRR6671839,HiSeq X Ten,PAIRED,2019-03-23T00:00:00Z,298,PRJNA432945,,,,root,
SRR6671840,HiSeq X Ten,PAIRED,2019-03-23T00:00:00Z,298,PRJNA432945,,,,root,
SRR6671841,HiSeq X Ten,PAIRED,2019-03-23T00:00:00Z,298,PRJNA432945,,,,root,
SRR6671842,HiSeq X Ten,PAIRED,2019-03-23T00:00:00Z,298,PRJNA432945,,,,root,
SRR6671843,HiSeq X Ten,PAIRED,2019-03-23T00:00:00Z,298,PRJNA432945,,,,root,
SRR6671844,HiSeq X Ten,PAIRED,2019-03-23T00:00:00Z,298,PRJNA432945,,,,root,
SRR6671845,HiSeq X Ten,PAIRED,2019-03-23T00:00:00Z,298,PRJNA432945,,,,root,
SRR6671846,HiSeq X Ten,PAIRED,2019-03-23T00:00:00Z,298,PRJNA432945,,,,root,
SRR6671847,HiSeq X Ten,PAIRED,2019-03-23T00:00:00Z,296,PRJNA432945,,,,root,
SRR6671848,HiSeq X Ten,PAIRED,2019-03-23T00:00:00Z,298,PRJNA432945,,,,root,
SRR6671849,HiSeq X Ten,PAIRED,2019-03-23T00:00:00Z,298,PRJNA432945,,,,root,
SRR6671850,HiSeq X Ten,PAIRED,2019-03-23T00:00:00Z,296,PRJNA432945,,,,root,
SRR6671851,HiSeq X Ten,PAIRED,2019-03-23T00:00:00Z,296,PRJNA432945,,,,root,
SRR6671852,HiSeq X Ten,PAIRED,2019-03-23T00:00:00Z,294,PRJNA432945,,,,root,
SRR6671853,HiSeq X Ten,PAIRED,2019-03-23T00:00:00Z,296,PRJNA432945,,,,root,
SRR6671854,HiSeq X Ten,PAIRED,2019-03-23T00:00:00Z,298,PRJNA432945,,,,root,
SRR6671855,HiSeq X Ten,PAIRED,2019-03-23T00:00:00Z,298,PRJNA432945,,,,root,
SRR6671856,HiSeq X Ten,PAIRED,2019-03-23T00:00:00Z,298,PRJNA432945,,,,root,
SRR6671857,HiSeq X Ten,PAIRED,2019-03-23T00:00:00Z,298,PRJNA432945,,,,root,
SRR6671858,HiSeq X Ten,PAIRED,2019-03-23T00:00:00Z,298,PRJNA432945,,,,root,
SRR6671859,HiSeq X Ten,PAIRED,2019-03-23T00:00:00Z,298,PRJNA432945,,,,root,
SRR6828111,Illumina HiSeq 3000,PAIRED,2018-03-12T00:00:00Z,202,PRJNA438000,,,,leaf,
SRR6828112,Illumina HiSeq 3000,PAIRED,2018-03-12T00:00:00Z,202,PRJNA438000,,,,leaf,
SRR6828113,Illumina HiSeq 3000,PAIRED,2018-03-12T00:00:00Z,202,PRJNA438000,,,,leaf,
SRR6828114,Illumina HiSeq 3000,PAIRED,2018-03-12T00:00:00Z,202,PRJNA438000,,,,leaf,
SRR6828115,Illumina HiSeq 3000,PAIRED,2018-03-12T00:00:00Z,202,PRJNA438000,,,,leaf,
SRR6828116,Illumina HiSeq 3000,PAIRED,2018-03-12T00:00:00Z,202,PRJNA438000,,,,leaf,
SRR7615262,Illumina HiSeq 2000,PAIRED,2019-08-27T00:00:00Z,200,PRJNA483231,,,,seedling,
SRR7615263,Illumina HiSeq 2000,PAIRED,2019-08-27T00:00:00Z,200,PRJNA483231,,,,seedling,
SRR7615264,Illumina HiSeq 2000,PAIRED,2019-08-27T00:00:00Z,200,PRJNA483231,,,,seedling,
SRR7615265,Illumina HiSeq 2000,PAIRED,2019-08-27T00:00:00Z,200,PRJNA483231,,,,seedling,
SRR7615266,Illumina HiSeq 2000,PAIRED,2019-08-27T00:00:00Z,200,PRJNA483231,,,,seedling,
SRR7615267,Illumina HiSeq 2000,PAIRED,2019-08-27T00:00:00Z,200,PRJNA483231,,,,seedling,
SRR7615268,Illumina HiSeq 2000,PAIRED,2019-08-27T00:00:00Z,200,PRJNA483231,,,,seedling,
SRR7615269,Illumina HiSeq 2000,PAIRED,2019-08-27T00:00:00Z,200,PRJNA483231,,,,seedling,
SRR7615270,Illumina HiSeq 2000,PAIRED,2019-08-27T00:00:00Z,200,PRJNA483231,,,,seedling,
SRR7615271,Illumina HiSeq 2000,PAIRED,2019-08-27T00:00:00Z,200,PRJNA483231,,,,seedling,
SRR7615272,Illumina HiSeq 2000,PAIRED,2019-08-27T00:00:00Z,200,PRJNA483231,,,,seedling,
SRR7615273,Illumina HiSeq 2000,PAIRED,2019-08-27T00:00:00Z,200,PRJNA483231,,,,seedling,
SRR7615274,Illumina HiSeq 2000,PAIRED,2019-08-27T00:00:00Z,200,PRJNA483231,,,,seedling,
SRR7615275,Illumina HiSeq 2000,PAIRED,2019-08-27T00:00:00Z,200,PRJNA483231,,,,seedling,
SRR7615276,Illumina HiSeq 2000,PAIRED,2019-08-27T00:00:00Z,200,PRJNA483231,,,,seedling,
SRR7615277,Illumina HiSeq 2000,PAIRED,2019-08-27T00:00:00Z,200,PRJNA483231,,,,seedling,
SRR7615278,Illumina HiSeq 2000,PAIRED,2019-08-27T00:00:00Z,200,PRJNA483231,,,,seedling,
SRR7615279,Illumina HiSeq 2000,PAIRED,2019-08-27T00:00:00Z,200,PRJNA483231,,,,seedling,
SRR7615280,Illumina HiSeq 2000,PAIRED,2019-08-27T00:00:00Z,200,PRJNA483231,,,,seedling,
SRR7615281,Illumina HiSeq 2000,PAIRED,2019-08-27T00:00:00Z,200,PRJNA483231,,,,seedling,
SRR7615282,Illumina HiSeq 2000,PAIRED,2019-08-27T00:00:00Z,200,PRJNA483231,,,,seedling,
SRR7615283,Illumina HiSeq 2000,PAIRED,2019-08-27T00:00:00Z,200,PRJNA483231,,,,seedling,
SRR7615284,Illumina HiSeq 2000,PAIRED,2019-08-27T00:00:00Z,200,PRJNA483231,,,,seedling,
SRR7615285,Illumina HiSeq 2000,PAIRED,2019-08-27T00:00:00Z,200,PRJNA483231,,,,seedling,
SRR7615286,Illumina HiSeq 2000,PAIRED,2019-08-27T00:00:00Z,200,PRJNA483231,,,,seedling,
SRR7615287,Illumina HiSeq 2000,PAIRED,2019-08-27T00:00:00Z,200,PRJNA483231,,,,seedling,
SRR7615288,Illumina HiSeq 2000,PAIRED,2019-08-27T00:00:00Z,200,PRJNA483231,,,,seedling,
SRR7615289,Illumina HiSeq 2000,PAIRED,2019-08-27T00:00:00Z,200,PRJNA483231,,,,seedling,
SRR7615290,Illumina HiSeq 2000,PAIRED,2019-08-27T00:00:00Z,200,PRJNA483231,,,,seedling,
SRR7615291,Illumina HiSeq 2000,PAIRED,2019-08-27T00:00:00Z,200,PRJNA483231,,,,seedling,
SRR7615292,Illumina HiSeq 2000,PAIRED,2019-08-27T00:00:00Z,200,PRJNA483231,,,,seedling,
SRR7615293,Illumina HiSeq 2000,PAIRED,2019-08-27T00:00:00Z,200,PRJNA483231,,,,seedling,
SRR7615294,Illumina HiSeq 2000,PAIRED,2019-08-27T00:00:00Z,200,PRJNA483231,,,,seedling,
